longitude,latitude,temp_seasonality,temp_annual_range,precip_driest_quarter,max_temp_warmest_month,annual_precipitation,precip_coldest_quarter,isothermality,elevation,sand_frac_pct,gravel_frac_pct
-69.59838805042052,-10.65092095223398,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.59816091836787,-10.646563325420372,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.59793388464047,-10.642205692749409,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.59770694923168,-10.637848054223634,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.59748011213483,-10.6334904098456,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.59725337334326,-10.629132759617857,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.59702673285034,-10.624775103542946,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.59680019064939,-10.620417441623417,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.59657374673377,-10.61605977386181,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,301,37.25,0.0
-69.59634740109685,-10.611702100260684,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,300,37.25,0.0
-69.59405107363334,-10.655498086533155,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.5938239033911,-10.651140373786417,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,308,37.25,0.0
-69.59359683145502,-10.646782655182172,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.59336985781844,-10.642424930722978,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,310,37.25,0.0
-69.59314298247472,-10.638067200411372,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.59291620541717,-10.63370946424991,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.59268952663916,-10.629351722241134,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.59246294613403,-10.624993974387593,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.59223646389515,-10.620636220691823,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.59201007991585,-10.616278461156378,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.59178379418951,-10.611920695783809,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,312,37.25,0.0
-69.58857900946904,-10.63828629144051,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.58835229245614,-10.63392846351859,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.58812567369701,-10.629570629751752,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.58789915318499,-10.625212790142546,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,309,37.25,0.0
-69.58767273091348,-10.620854944693514,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.58744640687581,-10.6164970934072,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,311,37.25,0.0
-69.58722018106533,-10.612139236286152,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,312,37.25,0.0
-69.58401503021597,-10.638505327303625,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.583788373253,-10.63414740764422,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,315,37.25,0.0
-69.58356181451805,-10.629789482142298,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.58333535400449,-10.625431550800402,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.60502196033572,-10.602549746680287,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.60479578984427,-10.598192239173285,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.60456971765646,-10.593834725832158,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.60434374376565,-10.589477206659456,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.60411786816522,-10.585119681657726,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,283,37.25,0.0
-69.60045848558852,-10.60276826859518,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,302,37.25,0.0
-69.60023237491981,-10.598410669277987,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.60000636252902,-10.594053064129056,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,303,37.25,0.0
-69.59978044840948,-10.589695453150943,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.59955463255459,-10.58533783634619,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,290,37.25,0.0
-69.59589500463257,-10.602986735550036,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,302,37.25,0.0
-69.5956689537919,-10.598629044445609,82.15552,15.1779995,75.0,31.328,1663.0,75.0,73.08056,302,37.25,0.0
